Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180684820,32000,1,2024,4,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW Serie 1 5 Porte 120 d SCR Msport xDrive Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-120-d-scr-msport-xdrive-steptronic/178856137,32000,5,2020,39,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW Serie 1 (F40) - M 135i xDrive,https://www.automobile.it/capannori-bmw-serie-1-f40-m-135i-xdrive/179102333,32000,4,2021,75,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 M 135I XDRIVE AUTO,https://www.automobile.it/busto-arsizio-bmw-serie-1-m-135i-xdrive-auto/180423794,32000,4,2021,46,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,208,busto arsizio,21052,Lombardia,Nord-ovest
Bmw Serie1 128ti 5p. Msport PERFETTA prezzo ribassato,https://www.automobile.it/messina-bmw-serie1-128ti-5p-msport-perfetta-prezzo-ribassato/180752056,32000,4,2021,39,automatico,Benzina,265,M Sport,Sport,128ti,Rivenditore,807,messina,98121,Sicilia,Isole
BMW Serie 1 (F40) - M 135i xDrive,https://www.automobile.it/vinci-bmw-serie-1-f40-m-135i-xdrive/179094345,32000,4,2021,75,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,98,vinci,50059,Toscana,Centro
BMW Serie 1 116d Msport auto,https://www.automobile.it/matera-bmw-serie-1-116d-msport-auto/179294825,32025,2,2023,30,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,630,matera,75100,Basilicata,Sud
BMW 120 i Msport,https://www.automobile.it/castiglione-olona-bmw-120-msport/180544406,32050,4,2021,38,automatico,Benzina,178,M Sport,Sport,120i,Rivenditore,215,castiglione olona,21043,Lombardia,Nord-ovest
BMW Serie 1 F40 Diesel 118d Msport auto,https://www.automobile.it/pesaro-bmw-serie-1-f40-diesel-118d-msport-auto/179534797,32300,1,2024,20,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,164,pesaro,61121,Marche,Centro
BMW Serie 1 F40 Diesel 118d Msport auto,https://www.automobile.it/rimini-bmw-serie-1-f40-diesel-118d-msport-auto/179536752,32300,1,2024,20,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,132,rimini,47921,Emilia-Romagna,Nord-est
Bmw 120 120d 5p. Msport XDRIVE,https://www.automobile.it/venezia-bmw-120-120d-5p-msport-xdrive/180500876,32400,5,2020,48,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,127,venezia,30121,Veneto,Nord-est
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/venezia-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180723945,32400,1,2024,22,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,127,venezia,30121,Veneto,Nord-est
BMW Serie 1 M 135i xdrive,https://www.automobile.it/milano-bmw-serie-1-m-135i-xdrive/180201737,32470,3,2022,40,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW Serie 1 5 Porte 116 d SCR Msport DCT,https://www.automobile.it/albaredo-san-marco-bmw-serie-1-5-porte-116-d-scr-msport-dct/175421520,32500,4,2021,18,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,200,albaredo per san marco,23010,Lombardia,Nord-ovest
BMW Serie 1 5 Porte 120 d SCR Msport xDrive Steptronic,https://www.automobile.it/frosinone-bmw-serie-1-5-porte-120-d-scr-msport-xdrive-steptronic/180078522,32500,4,2021,45,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,381,frosinone,3100,Lazio,Centro
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/frosinone-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180078520,32500,1,2024,15,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,381,frosinone,3100,Lazio,Centro
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/cisterna-latina-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180083385,32500,1,2024,10,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,368,cisterna latina,4012,Lazio,Centro
BMW Serie 1 5 Porte 120 d SCR Msport xDrive Steptronic,https://www.automobile.it/cisterna-latina-bmw-serie-1-5-porte-120-d-scr-msport-xdrive-steptronic/180083386,32500,4,2021,45,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,368,cisterna latina,4012,Lazio,Centro
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/cisterna-latina-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180083391,32500,1,2024,15,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,368,cisterna latina,4012,Lazio,Centro
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/frosinone-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180086562,32500,1,2024,10,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,381,frosinone,3100,Lazio,Centro
BMW 116 d 5p. M Sport,https://www.automobile.it/lecce-bmw-116-d-5p-m-sport/180351782,32500,2,2023,15,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,750,lecce,73100,Puglia,Sud
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-118d-5p-msport/180203102,32500,3,2022,59,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-118d-5p-msport/180203116,32500,3,2022,59,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW Serie 1 5 Porte 118 d SCR Msport,https://www.automobile.it/pordenone-bmw-serie-1-5-porte-118-d-scr-msport/179660460,32500,2,2023,32,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,186,pordenone,33170,Friuli-Venezia Giulia,Nord-est
BMW Serie 1 M 135I XDRIVE AUTO,https://www.automobile.it/novara-bmw-serie-1-m-135i-xdrive-auto/179502154,32500,4,2021,49,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,216,novara,28100,Piemonte,Nord-ovest
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-118d-5p-msport/179102337,32500,1,2024,34,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 118D MSPORT,https://www.automobile.it/verona-bmw-serie-1-118d-msport/179628156,32500,2,2023,32,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,86,verona,37121,Veneto,Nord-est
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-118d-5p-msport/179094349,32500,1,2024,34,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW Serie 1 M 135I XDRIVE AUTO,https://www.automobile.it/milano-bmw-serie-1-m-135i-xdrive-auto/180122941,32500,4,2021,55,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW 118 i 5p. Msport,https://www.automobile.it/casoria-bmw-118-5p-msport/179353720,32599,1,2024,12,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,490,casoria,80026,Campania,Sud
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/elmas-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180559785,32600,3,2022,38,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,623,elmas,9067,Sardegna,Isole
Bmw 118 d Msport M-SPORT STEPTRONIC,https://www.automobile.it/villongo-bmw-118-d-msport-m-sport-steptronic/180372659,32800,1,2024,23,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,146,villongo,24060,Lombardia,Nord-ovest
Bmw 1er M Coupe 128ti 5p. Msport,https://www.automobile.it/roma-bmw-1er-m-coupe-128ti-5p-msport/179630160,32800,3,2022,39,automatico,Benzina,265,M Sport,Sport,128ti,Rivenditore,326,roma,118,Lazio,Centro
BMW Serie 1 118d 5p. M Sport,https://www.automobile.it/monza-bmw-serie-1-118d-5p-m-sport/179824969,32890,2,2023,16,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,178,monza,20900,Lombardia,Nord-ovest
BMW Serie 1 118d 5p. M Sport,https://www.automobile.it/monza-bmw-serie-1-118d-5p-m-sport/179835958,32890,1,2024,12,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,178,monza,20900,Lombardia,Nord-ovest
BMW 120 d 5p. Msport,https://www.automobile.it/casoria-bmw-120-d-5p-msport/179262576,32899,3,2022,42,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,490,casoria,80026,Campania,Sud
Bmw 116d Msport automatico,https://www.automobile.it/occhiobello-bmw-116d-msport-automatico/176141448,32900,3,2022,22,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,45,occhiobello,45030,Veneto,Nord-est
BMW 120 5-porte 120i 5p. Msport,https://www.automobile.it/genova-bmw-120-5-porte-120i-5p-msport/179817953,32900,4,2021,11,automatico,Benzina,178,M Sport,Sport,120i,Rivenditore,177,genova,16121,Liguria,Nord-ovest
BMW Serie 1 120 d 5p. Msport,https://www.automobile.it/scarmagno-bmw-serie-1-120-d-5p-msport/179797532,32900,3,2022,4,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,271,scarmagno,10010,Piemonte,Nord-ovest
BMW 120 120d MSPORT **AUTOM.+LED+NAVI+KM 7.000 **,https://www.automobile.it/frosinone-bmw-120-120d-msport-autom-led-navi-km-7-000/178762844,32900,2,2023,7,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,381,frosinone,3100,Lazio,Centro
BMW 118d 5 Porte,https://www.automobile.it/capannori-bmw-118d-5-porte/179250470,32900,1,2024,31,automatico,Diesel,150,M,Performance,118d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/arcene-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180249300,32900,1,2024,30,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,156,arcene,24040,Lombardia,Nord-ovest
BMW Serie 1 (F40) - 128ti 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-128ti-5p-msport/180338398,32900,2,2023,91,automatico,Benzina,265,M Sport,Sport,128ti,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 120d 5p. M Sport,https://www.automobile.it/reggio-calabria-bmw-serie-1-120d-5p-m-sport/176322756,32900,3,2022,31,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,819,reggio calabria,89121,Calabria,Sud
BMW Serie 1 120d 5p. M Sport,https://www.automobile.it/messina-bmw-serie-1-120d-5p-m-sport/176330031,32900,3,2022,31,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,807,messina,98121,Sicilia,Isole
BMW Serie 1 120d 5p. M Sport,https://www.automobile.it/palermo-bmw-serie-1-120d-5p-m-sport/176330045,32900,3,2022,31,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,750,palermo,90121,Sicilia,Isole
BMW Serie 1 120d 5p. M Sport,https://www.automobile.it/catania-bmw-serie-1-120d-5p-m-sport/176328433,32900,3,2022,31,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,861,catania,95121,Sicilia,Isole
BMW Serie 1 F40 Diesel 118d Msport auto,https://www.automobile.it/settimo-torinese-bmw-serie-1-f40-diesel-118d-msport-auto/180817080,32900,1,2024,34,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,270,settimo torinese,10036,Piemonte,Nord-ovest
BMW Serie 1 F40 Diesel 118d Msport auto,https://www.automobile.it/settimo-torinese-bmw-serie-1-f40-diesel-118d-msport-auto/179907654,32900,1,2024,14,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,270,settimo torinese,10036,Piemonte,Nord-ovest
BMW Serie 1 M 135I XDRIVE AUTO,https://www.automobile.it/busto-arsizio-bmw-serie-1-m-135i-xdrive-auto/180403442,32900,4,2021,75,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,208,busto arsizio,21052,Lombardia,Nord-ovest
BMW Serie 1 118d Msport auto,https://www.automobile.it/asti-bmw-serie-1-118d-msport-auto/180842602,32900,2,2023,48,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,233,asti,14100,Piemonte,Nord-ovest
BMW Serie 1 128ti 5p. Msport,https://www.automobile.it/milano-bmw-serie-1-128ti-5p-msport/180853203,32900,4,2021,56,automatico,Benzina,265,M Sport,Sport,128ti,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW Serie 1 (F40) - 128ti 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-128ti-5p-msport/180338429,32900,2,2023,91,automatico,Benzina,265,M Sport,Sport,128ti,Rivenditore,98,vinci,50059,Toscana,Centro
BMW 118d 5 Porte,https://www.automobile.it/vinci-bmw-118d-5-porte/179250485,32900,1,2024,31,automatico,Diesel,150,M,Performance,118d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW 118 i 5p. Msport / Tetto Panorama / Neopatentati,https://www.automobile.it/feltre-bmw-118-5p-msport-tetto-panorama-neopatentati/180594894,32940,1,2024,13,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,162,feltre,32032,Veneto,Nord-est
BMW 118 i 5p. Msport / Tetto Panorama / Neopatentati,https://www.automobile.it/feltre-bmw-118-5p-msport-tetto-panorama-neopatentati/180594898,32940,1,2024,14,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,162,feltre,32032,Veneto,Nord-est
BMW 118 i 5p. Msport / Tetto Panorama / Neopatentati,https://www.automobile.it/feltre-bmw-118-5p-msport-tetto-panorama-neopatentati/180594896,32940,1,2024,12,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,162,feltre,32032,Veneto,Nord-est
BMW 118 i 5p. Msport / Tetto Panorama / Neopatentati,https://www.automobile.it/padova-bmw-118-5p-msport-tetto-panorama-neopatentati/180595388,32940,1,2024,12,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,101,padova,35121,Veneto,Nord-est
BMW 118 i 5p. Msport / Tetto Panorama / Neopatentati,https://www.automobile.it/refrontolo-bmw-118-5p-msport-tetto-panorama-neopatentati/180595449,32940,1,2024,12,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,163,refrontolo,31020,Veneto,Nord-est
BMW 118 i 5p. Msport / Tetto Panorama / Neopatentati,https://www.automobile.it/refrontolo-bmw-118-5p-msport-tetto-panorama-neopatentati/180595447,32940,1,2024,14,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,163,refrontolo,31020,Veneto,Nord-est
BMW 118 i 5p. Msport / Tetto Panorama / Neopatentati,https://www.automobile.it/refrontolo-bmw-118-5p-msport-tetto-panorama-neopatentati/180595448,32940,1,2024,13,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,163,refrontolo,31020,Veneto,Nord-est
BMW 118 i 5p. Msport / Tetto Panorama / Neopatentati,https://www.automobile.it/padova-bmw-118-5p-msport-tetto-panorama-neopatentati/180595395,32940,1,2024,13,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,101,padova,35121,Veneto,Nord-est
BMW 118 i 5p. Msport / Tetto Panorama / Neopatentati,https://www.automobile.it/padova-bmw-118-5p-msport-tetto-panorama-neopatentati/180595400,32940,1,2024,14,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,101,padova,35121,Veneto,Nord-est
BMW Serie 1 M 135i xdrive,https://www.automobile.it/bologna-bmw-serie-1-m-135i-xdrive/180592508,32950,4,2021,67,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
BMW Serie 1 118d 5p. Advantage,https://www.automobile.it/bologna-bmw-serie-1-118d-5p-advantage/179869288,32980,2,2023,13,automatico,Diesel,150,Advantage,Base,118d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
BMW M135 i xDrive,https://www.automobile.it/casoria-bmw-m135-xdrive/178851877,32999,4,2021,58,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,490,casoria,80026,Campania,Sud
Bmw 118 116d 5p. Msport,https://www.automobile.it/gavirate-bmw-118-116d-5p-msport/179757844,33000,3,2022,20,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,229,gavirate,21026,Lombardia,Nord-ovest
Bmw 118 118d 5p. Msport 150cv uni pro,https://www.automobile.it/rende-bmw-118-118d-5p-msport-150cv-uni-pro/180286090,33000,2,2023,35,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,724,rende,87036,Calabria,Sud
Bmw 135 M 135i xDrive,https://www.automobile.it/villa-carcina-bmw-135-m-135i-xdrive/180430468,33000,3,2022,54,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,130,villa carcina,25069,Lombardia,Nord-ovest
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180642610,33000,0,2025,0,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW 116d 5 Porte,https://www.automobile.it/capannori-bmw-116d-5-porte/179258290,33000,1,2024,22,automatico,Diesel,116,M,Performance,116d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-118d-5p-msport/179073022,33000,1,2024,25,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-118d-5p-msport/179073055,33000,1,2024,25,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW 116d 5 Porte,https://www.automobile.it/vinci-bmw-116d-5-porte/179258313,33000,1,2024,24,automatico,Diesel,116,M,Performance,116d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW Serie 1 118d 5 porte M Sport,https://www.automobile.it/verona-bmw-serie-1-118d-5-porte-m-sport/180282547,33200,1,2024,18,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,86,verona,37121,Veneto,Nord-est
BMW Serie 1 118d 5 porte M Sport,https://www.automobile.it/milano-bmw-serie-1-118d-5-porte-m-sport/179496463,33200,1,2024,13,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW 135 M 135i xdrive auto 306cv,https://www.automobile.it/rovigo-bmw-135-m-135i-xdrive-auto-306cv/180051979,33499,4,2021,43,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,68,rovigo,45100,Veneto,Nord-est
BMW 118d 5p. Msport,https://www.automobile.it/san-michele-salentino-bmw-118d-5p-msport/180664738,33500,1,2024,17,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,695,san michele salentino,72018,Puglia,Sud
BMW Serie 1 118d Msport auto,https://www.automobile.it/genova-bmw-serie-1-118d-msport-auto/178639971,33500,1,2024,15,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,177,genova,16121,Liguria,Nord-ovest
BMW 118d 5 Porte,https://www.automobile.it/capannori-bmw-118d-5-porte/179250473,33500,1,2024,27,automatico,Diesel,150,M,Performance,118d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 118d Msport auto,https://www.automobile.it/asti-bmw-serie-1-118d-msport-auto/180817028,33500,1,2024,28,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,233,asti,14100,Piemonte,Nord-ovest
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-118d-5p-msport/180638415,33500,1,2024,29,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-118d-5p-msport/180638418,33500,1,2024,29,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW 118d 5 Porte,https://www.automobile.it/vinci-bmw-118d-5-porte/179250483,33500,1,2024,27,automatico,Diesel,150,M,Performance,118d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW Serie 1 M 135i xdrive auto,https://www.automobile.it/matera-bmw-serie-1-m-135i-xdrive-auto/179294811,33600,5,2020,87,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,630,matera,75100,Basilicata,Sud
BMW Serie 1 F40 118d Msport,https://www.automobile.it/roma-bmw-serie-1-f40-118d-msport/180599780,33700,1,2024,15,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,326,roma,118,Lazio,Centro
BMW Serie 1 F40 118d Msport,https://www.automobile.it/roma-bmw-serie-1-f40-118d-msport/180599784,33700,1,2024,18,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,326,roma,118,Lazio,Centro
BMW Serie 1 F40 118d Msport,https://www.automobile.it/roma-bmw-serie-1-f40-118d-msport/180599781,33700,1,2024,14,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,326,roma,118,Lazio,Centro
BMW Serie 1 F40 118d Msport,https://www.automobile.it/roma-bmw-serie-1-f40-118d-msport/180599789,33700,1,2024,18,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,326,roma,118,Lazio,Centro
BMW Serie 1 M 135i xdrive BITURBO 306 CV!!,https://www.automobile.it/cherasco-bmw-serie-1-m-135i-xdrive-biturbo-306-cv/179832020,33790,4,2021,41,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,259,cherasco,12062,Piemonte,Nord-ovest
"BMW 120 d 5p. Msport NAVIGATORE-FARI LED-TELECAMERA-19""",https://www.automobile.it/alba-bmw-120-d-5p-msport-navigatore-fari-led-telecamera-19/180145465,33800,3,2022,28,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,245,alba,12051,Piemonte,Nord-ovest
BMW Serie 1 F40 Diesel 118d Msport auto,https://www.automobile.it/pesaro-bmw-serie-1-f40-diesel-118d-msport-auto/179752894,33800,1,2024,18,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,164,pesaro,61121,Marche,Centro
BMW Serie 1 F40 Diesel 118d Msport auto,https://www.automobile.it/rimini-bmw-serie-1-f40-diesel-118d-msport-auto/179741634,33800,1,2024,18,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,132,rimini,47921,Emilia-Romagna,Nord-est
BMW 128ti 5p. Msport del 2021,https://www.automobile.it/pesaro-bmw-128ti-5p-msport-2021/177017160,33900,4,2021,91,automatico,Benzina,265,M Sport,Sport,128ti,Rivenditore,164,pesaro,61121,Marche,Centro
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/pavia-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/176684837,33900,5,2020,43,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,166,pavia,27100,Lombardia,Nord-ovest
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/pavia-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/176684835,33900,5,2020,43,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,166,pavia,27100,Lombardia,Nord-ovest
Bmw 118d Msport automatica,https://www.automobile.it/capannori-bmw-118d-msport-automatica/173551092,33900,4,2021,16,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 118d 5p. M Sport,https://www.automobile.it/bologna-bmw-serie-1-118d-5p-m-sport/178526034,33900,1,2024,6,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
Bmw 118d 5p. M-Sport Shadow,https://www.automobile.it/avezzano-bmw-118d-5p-m-sport-shadow/179714992,33900,3,2022,51,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,346,avezzano,67051,Abruzzo,Sud
BMW Serie 1 5 Porte 120 d SCR Msport xDrive Steptronic,https://www.automobile.it/frosinone-bmw-serie-1-5-porte-120-d-scr-msport-xdrive-steptronic/179779121,33900,3,2022,92,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,381,frosinone,3100,Lazio,Centro
BMW Serie 1 5 Porte 120 d SCR Msport xDrive Steptronic,https://www.automobile.it/cisterna-latina-bmw-serie-1-5-porte-120-d-scr-msport-xdrive-steptronic/179777196,33900,3,2022,92,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,368,cisterna latina,4012,Lazio,Centro
BMW 118 d 5p. Msport m sport SEDILI RISCALDATI,https://www.automobile.it/san-biagio-callalta-bmw-118-d-5p-msport-m-sport-sedili-riscaldati/180217004,33900,1,2024,15,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,149,san biagio callalta,31048,Veneto,Nord-est
BMW Serie 1 120d xDrive Aut MSport Shadow M-S...,https://www.automobile.it/trento-bmw-serie-1-120d-xdrive-aut-msport-shadow-m-s/180193126,33900,4,2021,53,automatico,Diesel,190,M Sport,Sport,120d xDrive,Rivenditore,156,trento,38121,Trentino-Alto Adige/Südtirol,Nord-est
"BMW 118 d 5p. MSport Pack tua da e359,00 M garanzia5anni",https://www.automobile.it/somma-vesuviana-bmw-118-d-5p-msport-pack-e359-00-m-garanzia5anni/180514168,33900,1,2024,14,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,500,somma vesuviana,80049,Campania,Sud
BMW Serie 1 5 Porte 120 d SCR Msport xDrive Steptronic,https://www.automobile.it/lodi-bmw-serie-1-5-porte-120-d-scr-msport-xdrive-steptronic/178928586,33900,2,2023,60,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,147,lodi,26900,Lombardia,Nord-ovest
BMW Serie 1 128ti 5p. Msport,https://www.automobile.it/milano-bmw-serie-1-128ti-5p-msport/180742984,33900,2,2023,20,automatico,Benzina,265,M Sport,Sport,128ti,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
"BMW 118 d 5p. Msport / Tetto panorama / Cerchi 19"" M-sport",https://www.automobile.it/refrontolo-bmw-118-d-5p-msport-tetto-panorama-cerchi-19-m-sport/180545386,33900,1,2024,25,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,163,refrontolo,31020,Veneto,Nord-est
BMW 118 d 5p. Msport Auto,https://www.automobile.it/bologna-bmw-118-d-5p-msport-auto/180785964,33900,1,2024,21,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
BMW 118 d 5p. Msport Auto,https://www.automobile.it/bologna-bmw-118-d-5p-msport-auto/180785963,33900,1,2024,23,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
BMW 118 d 5p. Msport Auto,https://www.automobile.it/bologna-bmw-118-d-5p-msport-auto/180785978,33900,1,2024,21,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
