Annuncio,Link,Marca,Modello,Modello_plus_info,Prezzo_scont,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località
"BMW
135
M XDRIVE LIVE COCKPIT LED 19' KAMERA",https://www.autoscout24.it/annunci/bmw-135-m-xdrive-live-cockpit-led-19-kamera-benzina-grigio-2f24299d-0512-4a75-b54b-75973f64192f,BMW,135,M XDRIVE LIVE COCKPIT LED 19' KAMERA,,€ 38.890,17.000 km,Automatico,06/2023,Benzina,225 kW (306 CV),
"BMW
120
i M SPORT 18"" MSPORT M-SPORT TETTO KAMERA ACC",https://www.autoscout24.it/annunci/bmw-120-i-m-sport-18-msport-m-sport-tetto-kamera-acc-elettrica-benzina-bianco-ba3129a2-27a5-479e-878c-d1fef4502f0a,BMW,120,"i M SPORT 18"" MSPORT M-SPORT TETTO KAMERA ACC",,€ 35.800,9.600 km,Automatico,11/2024,Elettrica/Benzina,125 kW (170 CV),
"BMW
120
d xDive Msport//Navi Prof/adLed/18""",https://www.autoscout24.it/annunci/bmw-120-d-xdive-msport-navi-prof-adled-18-diesel-grigio-629d93a7-81b1-485b-8ca4-e693cb0b0008,BMW,120,"d xDive Msport//Navi Prof/adLed/18""",,€ 36.900,25.400 km,Automatico,06/2024,Diesel,140 kW (190 CV),
"BMW
135
M i xdrive auto NO VINCOLO FINANZIAMENTO",https://www.autoscout24.it/annunci/bmw-135-m-i-xdrive-auto-no-vincolo-finanziamento-benzina-nero-352f870d-26ae-4ccb-8598-f70284560c09,BMW,135,M i xdrive auto NO VINCOLO FINANZIAMENTO,,€ 34.900,47.900 km,Automatico,04/2023,Benzina,225 kW (306 CV),
"BMW
118
118d Msport NEW MODEL 2025 POSS ALTRI COLORI",https://www.autoscout24.it/annunci/bmw-118-118d-msport-new-model-2025-poss-altri-colori-diesel-grigio-7fbc5ec3-9b05-4344-86df-7be7fb49c6d0,BMW,118,118d Msport NEW MODEL 2025 POSS ALTRI COLORI,,€ 36.600,100 km,Automatico,- (Anno),Diesel,110 kW (150 CV),
"BMW
116
d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-116-d-5p-m-sport-diesel-blu-azzurro-481a19ac-8001-488f-af67-cd5517ad263e,BMW,116,d 5p. M Sport,,€ 32.500,15.370 km,Automatico,12/2023,Diesel,85 kW (116 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-grigio-ed007c0f-f823-4223-94bf-d6016d6f3fc5,BMW,118,d Msport auto,,€ 30.000,1.664 km,Automatico,04/2024,Diesel,110 kW (150 CV),
"BMW
120
d190Cv xDrive Aut M Sport HeadUp LED HiFi LiveCock",https://www.autoscout24.it/annunci/bmw-120-d190cv-xdrive-aut-m-sport-headup-led-hifi-livecock-diesel-bianco-066e9644-1443-46a6-8756-7e6c7ef500ef,BMW,120,d190Cv xDrive Aut M Sport HeadUp LED HiFi LiveCock,,€ 31.700,68.700 km,Automatico,02/2020,Diesel,140 kW (190 CV),
"BMW
120
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-i-5p-msport-benzina-bianco-feedf2d5-c971-48cc-8d92-81174b63dc84,BMW,120,i 5p. Msport,,€ 32.950,32.700 km,Automatico,07/2021,Benzina,131 kW (178 CV),
"BMW
135
M 135i xDrive",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-benzina-grigio-17884cab-2e6b-4b0a-8b5c-a77c774ab9e3,BMW,135,M 135i xDrive,,€ 34.900,18.000 km,Automatico,12/2022,Benzina,225 kW (306 CV),
"BMW
118
F70 118d MSport auto",https://www.autoscout24.it/annunci/bmw-118-f70-118d-msport-auto-diesel-nero-700f61c0-5bb3-4223-8ec4-515c3ecfb241,BMW,118,F70 118d MSport auto,,€ 36.600,7.335 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-3900fe0e-aebc-469c-b41d-a9ab60d704c9,BMW,118,d Msport auto,,,18.321 km,Automatico,05/2024,Diesel,110 kW (150 CV),
"BMW
120
120 d 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-120-d-5p-msport-diesel-bianco-52ff46dc-d7ec-4274-9047-a7503079de31,BMW,120,120 d 5p. Msport,,€ 32.900,4.700 km,Automatico,06/2022,Diesel,140 kW (190 CV),
"BMW
118
d 5p. Advantage",https://www.autoscout24.it/annunci/bmw-118-d-5p-advantage-diesel-grigio-c3200812-c269-49a3-bb7a-e7ed45227a8e,BMW,118,d 5p. Advantage,,€ 30.950,34.500 km,Automatico,11/2023,Diesel,110 kW (150 CV),
"BMW
120
120d 48V 5p. MSport Pro",https://www.autoscout24.it/annunci/bmw-120-120d-48v-5p-msport-pro-elettrica-diesel-grigio-b49a07e7-af24-47b3-bad7-3978d18a23ce,BMW,120,120d 48V 5p. MSport Pro,,,2.500 km,Automatico,01/2025,Elettrica/Diesel,120 kW (163 CV),
"BMW
135
M i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-m-i-xdrive-auto-benzina-bianco-32a096dd-aaed-4c82-8923-30ec56a1cf75,BMW,135,M i xdrive auto,,€ 33.900,63.443 km,Automatico,11/2022,Benzina,225 kW (306 CV),
,https://www.autoscout24.it/annunci/bmw-118-d-msport-diesel-grigio-7de864d1-e508-4b98-b5c9-bac018fbd916,BMW,118,d Msport,,€ 33.900,,,,,,
"BMW
120
d 48V MSport Pro auto 150 cv",https://www.autoscout24.it/annunci/bmw-120-d-48v-msport-pro-auto-150-cv-elettrica-diesel-grigio-c781bd21-661e-42db-bf52-7d17aaae1809,BMW,120,d 48V MSport Pro auto 150 cv,,€ 39.900,1 km,Automatico,08/2024,Elettrica/Diesel,110 kW (150 CV),
"BMW
120
i Msport pro (F70) PRONTA CONSEGNA",https://www.autoscout24.it/annunci/bmw-120-i-msport-pro-f70-pronta-consegna-elettrica-benzina-bianco-572864c5-c8a0-4042-a36a-5b23b1e55328,BMW,120,i Msport pro (F70)  PRONTA  CONSEGNA,,,6.700 km,Automatico,09/2024,Elettrica/Benzina,115 kW (156 CV),
"BMW
125
Serie 1 F40 128ti auto",https://www.autoscout24.it/annunci/bmw-125-serie-1-f40-128ti-auto-benzina-nero-fabf3388-1fd6-4c0a-81c2-c3601955b8b5,BMW,125,Serie 1 F40 128ti auto,,€ 33.999,32.000 km,Automatico,07/2022,Benzina,195 kW (265 CV),
"BMW
118
d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-118-d-5p-m-sport-diesel-bianco-821e843f-37f8-4053-aba5-641341c07189,BMW,118,d 5p. M Sport,,€ 36.900,39.141 km,Automatico,03/2021,Diesel,110 kW (150 CV),
"BMW
120
120d MSPORT **AUTOM.+LED+NAVI+KM 7.000 **",https://www.autoscout24.it/annunci/bmw-120-120d-msport-autom-led-navi-km-7-000-diesel-grigio-72075128-f941-4a12-bc09-e7ce39c3bc04,BMW,120,120d MSPORT **AUTOM.+LED+NAVI+KM 7.000 **,,€ 32.900,7.000 km,Automatico,05/2023,Diesel,140 kW (190 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-d167563e-55e0-49a3-8733-7d71e4d68cfa,BMW,118,d Msport auto,,€ 30.500,13.540 km,Automatico,05/2024,Diesel,110 kW (150 CV),
"BMW
120
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-i-5p-msport-benzina-nero-99288c89-5ac6-4ee1-9430-5c20582568f8,BMW,120,i 5p. Msport,,€ 31.950,23.700 km,Automatico,12/2020,Benzina,131 kW (178 CV),
"BMW
118
118d Msport auto 150 cv",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-150-cv-diesel-bianco-a877fab9-8eda-4f39-af72-a9bfb455be1d,BMW,118,118d Msport auto 150 cv,,€ 30.850,19.850 km,Automatico,02/2024,Diesel,110 kW (150 CV),
"BMW
118
d MSport Pro auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-pro-auto-diesel-8289b1f1-3e00-4b8a-a712-7cd59cd025fa,BMW,118,d MSport Pro auto,,€ 38.500,12.047 km,Automatico,02/2025,Diesel,110 kW (150 CV),
"BMW
120
d 5p. Msport Automatica #BLACK PACK",https://www.autoscout24.it/annunci/bmw-120-d-5p-msport-automatica-black-pack-diesel-bianco-d4e17231-945e-42bb-bafb-feb1ebdf0dd5,BMW,120,d 5p. Msport Automatica #BLACK PACK,,€ 33.400,23.000 km,Automatico,05/2024,Diesel,140 kW (190 CV),
"BMW
118
118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-b640d79f-cbda-4813-9447-8cad6cb702b1,BMW,118,118d Msport auto,,€ 32.900,48.265 km,Automatico,02/2023,Diesel,110 kW (150 CV),
"BMW
118
118d 5p. MSport 18"" DAB Live cockpit Camera",https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-18-dab-live-cockpit-camera-diesel-grigio-ca1853cc-8477-4cbd-a4ef-22755234d785,BMW,118,"118d 5p. MSport 18"" DAB Live cockpit Camera",,€ 37.200,6.800 km,Automatico,11/2024,Diesel,110 kW (150 CV),
"BMW
118
Serie 1 Berlina 118d M Sport 150cv auto",https://www.autoscout24.it/annunci/bmw-118-serie-1-berlina-118d-m-sport-150cv-auto-diesel-bianco-4660b805-c772-476d-9669-273c245a1a2f,BMW,118,Serie 1 Berlina 118d M Sport 150cv auto,,€ 30.990,24.706 km,Automatico,04/2024,Diesel,110 kW (150 CV),
"BMW
120
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-i-5p-msport-benzina-blu-azzurro-eae7fdcc-eb9c-43e8-8b87-f9fd65bafd22,BMW,120,i 5p. Msport,,€ 31.950,37.700 km,Automatico,12/2020,Benzina,131 kW (178 CV),
"BMW
118
d 5p. Msport M PERFORMANCE KM 0",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-m-performance-km-0-diesel-nero-aa1053e6-4d4a-4cb9-918f-410a5c6ac1d2,BMW,118,d 5p. Msport M PERFORMANCE KM 0,,€ 38.499,100 km,Automatico,05/2025,Diesel,110 kW (150 CV),
"BMW
120
D Msport 2.0 190cv + Sedili riscaldabili",https://www.autoscout24.it/annunci/bmw-120-d-msport-2-0-190cv-sedili-riscaldabili-diesel-bianco-2229158e-25d5-4d3c-9e08-ef669586830f,BMW,120,D Msport 2.0 190cv + Sedili riscaldabili,,€ 34.399,24.618 km,Automatico,05/2024,Diesel,140 kW (190 CV),
"BMW
118
118d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-118-118d-5p-m-sport-diesel-grigio-2e8e6157-4fde-4910-9c31-797c566ad748,BMW,118,118d 5p. M Sport,,€ 33.900,6.000 km,Automatico,07/2024,Diesel,110 kW (150 CV),
"BMW
118
D M SPORT LED PACCHETO LUCI VETRI OSCURATI",https://www.autoscout24.it/annunci/bmw-118-d-m-sport-led-paccheto-luci-vetri-oscurati-diesel-grigio-ebb9dfc6-263e-46d0-b792-1978167de1c0,BMW,118,D M SPORT LED PACCHETO LUCI VETRI OSCURATI,,€ 35.490,7.290 km,Automatico,10/2024,Diesel,110 kW (150 CV),
,https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-msport-auto-diesel-nero-d57b3bb5-db33-4cd3-a555-c12cb1987935,BMW,120,120d xdrive Msport auto,,€ 39.900,,,,,,
"BMW
120
d xDrive 5p. Business Advantage",https://www.autoscout24.it/annunci/bmw-120-d-xdrive-5p-business-advantage-diesel-bianco-d04b2da1-e1e3-45c2-9f32-acc539baae76,BMW,120,d xDrive 5p. Business Advantage,,€ 30.950,39.600 km,Automatico,01/2023,Diesel,140 kW (190 CV),
"BMW
118
d MSport LED CERCHI 18 SOLI 6.932 KM!!!",https://www.autoscout24.it/annunci/bmw-118-d-msport-led-cerchi-18-soli-6-932-km-diesel-nero-8a0773d6-2cac-4383-8732-424bcf0d3469,BMW,118,d MSport LED CERCHI 18 SOLI 6.932 KM!!!,,€ 35.800,6.932 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-26902dd5-d59d-4a24-95ba-1f32a23bd610,BMW,118,d Msport auto,,€ 30.890,3.474 km,Automatico,07/2024,Diesel,110 kW (150 CV),
"BMW
118
118d 5p. M Sport auto #Saphischwarz",https://www.autoscout24.it/annunci/bmw-118-118d-5p-m-sport-auto-saphischwarz-diesel-nero-f6f88828-9711-4780-a020-f8646939a2ee,BMW,118,118d 5p. M Sport auto #Saphischwarz,,,26.800 km,Automatico,05/2024,Diesel,110 kW (150 CV),
"BMW
118
d 5p. Msport M Sport Tetto Apribile CarPlay",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-m-sport-tetto-apribile-carplay-diesel-bianco-0d709e79-b169-4c18-86cd-dfdd47100038,BMW,118,d 5p. Msport M Sport Tetto Apribile CarPlay,,€ 31.990,44.000 km,Automatico,08/2022,Diesel,110 kW (150 CV),
"BMW
120
120d xdrive Msport auto",https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-msport-auto-diesel-nero-455053ca-df2a-4a8f-a4c4-875abefbeacb,BMW,120,120d xdrive Msport auto,,€ 32.400,48.000 km,Automatico,11/2020,Diesel,140 kW (190 CV),
"BMW
118
D NEW M SPORT M-SPORT MSPORT BLACK PACK LED F1",https://www.autoscout24.it/annunci/bmw-118-d-new-m-sport-m-sport-msport-black-pack-led-f1-diesel-nero-0f1d9b04-35b3-425c-8eaf-bb94c6025366,BMW,118,D NEW M SPORT M-SPORT MSPORT BLACK PACK LED F1,,€ 35.900,4.500 km,Automatico,02/2025,Diesel,110 kW (150 CV),
"BMW
118
118d MSport Pro",https://www.autoscout24.it/annunci/bmw-118-118d-msport-pro-diesel-nero-01c69a9e-2061-47e6-91c9-40a0e806bec2,BMW,118,118d MSport Pro,,€ 37.980,3.806 km,Semiautomatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-grigio-582bd8fb-7700-4ab3-b75e-0a9ff88c281d,BMW,118,i 5p. Msport,,€ 30.900,5.100 km,Automatico,05/2024,Benzina,100 kW (136 CV),
"BMW
118
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-diesel-grigio-b0e894cd-fd41-469c-97fd-0adf37b7cdf1,BMW,118,d 5p. Msport,,€ 32.800,24.700 km,Automatico,03/2024,Diesel,110 kW (150 CV),
"BMW
120
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-d-5p-msport-diesel-blu-azzurro-0e2e4e06-8592-4164-81f0-264626649e2b,BMW,120,d 5p. Msport,,€ 32.950,59.700 km,Automatico,07/2021,Diesel,140 kW (190 CV),
"BMW
128
* 128ti auto TETTO PANORAMICO POCHI KM",https://www.autoscout24.it/annunci/bmw-128-128ti-auto-tetto-panoramico-pochi-km-benzina-9c9a71e3-f56b-4780-adf2-73c244a18655,BMW,128,* 128ti auto TETTO PANORAMICO POCHI KM,,€ 39.000,16.000 km,Semiautomatico,02/2024,Benzina,195 kW (265 CV),
"BMW
120
120d 48V 5p. MSport",https://www.autoscout24.it/annunci/bmw-120-120d-48v-5p-msport-elettrica-diesel-blu-azzurro-1132df48-1f41-4ab7-bdc7-ce0375abde6c,BMW,120,120d 48V 5p. MSport,,,4.000 km,Automatico,01/2025,Elettrica/Diesel,120 kW (163 CV),
"BMW
116
5-porte 116 Msport Premium Package",https://www.autoscout24.it/annunci/bmw-116-5-porte-116-msport-premium-package-benzina-grigio-9909af56-bd95-4a56-8261-1b257ee614a5,BMW,116,5-porte 116 Msport Premium Package,,€ 33.000,- km,Automatico,07/2025,Benzina,90 kW (122 CV),
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-grigio-43bf9d13-6926-4110-98d5-53a9bd5729db,BMW,118,i 5p. Msport,,€ 34.950,30.300 km,Automatico,03/2023,Benzina,100 kW (136 CV),
"BMW
118
d MSport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-df92c905-727c-42fa-830a-1e55a170af98,BMW,118,d MSport auto,,€ 36.000,100 km,Automatico,02/2025,Diesel,110 kW (150 CV),
"BMW
118
d 5p. Msport Auto",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-auto-diesel-nero-9386fe6b-9e7b-4367-9c29-b392a659aab7,BMW,118,d 5p. Msport Auto,,€ 33.900,18.145 km,Automatico,04/2024,Diesel,110 kW (150 CV),
"BMW
118
M-SPORT AUTO BLACK PACK LINE",https://www.autoscout24.it/annunci/bmw-118-m-sport-auto-black-pack-line-diesel-bianco-4db94021-c31a-494b-a4b7-dcf48f28b3dd,BMW,118,M-SPORT AUTO BLACK PACK LINE,,€ 32.500,24.000 km,Automatico,02/2024,Diesel,110 kW (150 CV),
"BMW
116
116d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-116-116d-5p-m-sport-diesel-grigio-ad81e273-51de-469c-9344-9ccc711b0f74,BMW,116,116d 5p. M Sport,,€ 30.970,12.693 km,Automatico,04/2024,Diesel,85 kW (116 CV),
,https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-benzina-grigio-5a75e3aa-b9be-486e-86f4-91836dbbf7d7,BMW,135,M 135i xdrive auto,,,,,,,,
"BMW
118
d MSPORT PRO IVA AUTO NAVI KAMERA PRONTACONSEGNA",https://www.autoscout24.it/annunci/bmw-118-d-msport-pro-iva-auto-navi-kamera-prontaconsegna-diesel-nero-de327f4f-fbaa-4955-8a30-822b18a1dbd8,BMW,118,d MSPORT PRO IVA AUTO NAVI KAMERA PRONTACONSEGNA,,€ 37.950,9.900 km,Automatico,11/2024,Diesel,110 kW (150 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-040c5afd-8c8a-409b-8b38-e8c5952c4f2a,BMW,118,d Msport auto,,€ 32.990,16.531 km,Semiautomatico,02/2024,Diesel,110 kW (150 CV),
"BMW
118
d MSport Design",https://www.autoscout24.it/annunci/bmw-118-d-msport-design-diesel-nero-ac4c7967-4aff-4ad1-adc8-44c9c5d874e5,BMW,118,d MSport Design,,€ 36.500,6.000 km,Automatico,03/2025,Diesel,110 kW (150 CV),
"BMW
120
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-i-5p-msport-benzina-bianco-f1291242-a00e-4869-9366-3fcb7c3d8e20,BMW,120,i 5p. Msport,,€ 33.950,10.800 km,Automatico,05/2022,Benzina,131 kW (178 CV),
"BMW
120
Serie 1 Berlina 120d M Sport auto",https://www.autoscout24.it/annunci/bmw-120-serie-1-berlina-120d-m-sport-auto-diesel-bianco-b06de789-bc48-419b-8a7c-7f369f0ced7e,BMW,120,Serie 1 Berlina 120d M Sport auto,,€ 32.990,23.267 km,Automatico,05/2024,Diesel,140 kW (190 CV),
"BMW
120
120d F40 Msport auto",https://www.autoscout24.it/annunci/bmw-120-120d-f40-msport-auto-diesel-bianco-e5b0fa77-c23c-4c0c-83e0-02c017e91153,BMW,120,120d F40 Msport auto,,€ 34.399,28.425 km,Automatico,05/2024,Diesel,140 kW (190 CV),
"BMW
135
M135i xDrive",https://www.autoscout24.it/annunci/bmw-135-m135i-xdrive-benzina-grigio-539f36e5-819d-4b59-938d-79c77b382104,BMW,135,M135i xDrive,,€ 31.199,52.112 km,Automatico,02/2021,Benzina,225 kW (306 CV),
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-grigio-26c4c51e-8f2c-434a-ab61-bbf06e6b6c74,BMW,118,i 5p. Msport,,€ 31.950,28.500 km,Automatico,05/2022,Benzina,100 kW (136 CV),
"BMW
118
i Msport 136cv auto TETTO",https://www.autoscout24.it/annunci/bmw-118-i-msport-136cv-auto-tetto-benzina-grigio-b32247e0-acd2-4259-9d38-9c775780fa79,BMW,118,i Msport 136cv auto TETTO,,€ 31.900,32.000 km,Automatico,06/2024,Benzina,100 kW (136 CV),
"BMW
118
118d MSport",https://www.autoscout24.it/annunci/bmw-118-118d-msport-diesel-grigio-cc394575-27b1-4fcb-97b6-d72cd8c6e8bc,BMW,118,118d MSport,,€ 37.950,5.814 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
135
M 135i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-benzina-blu-azzurro-1b4104cd-098a-48b2-8fb0-b6070b389d79,BMW,135,M 135i xdrive auto,,€ 35.800,46.404 km,Automatico,09/2021,Benzina,225 kW (306 CV),
"BMW
135
M i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-m-i-xdrive-auto-benzina-nero-9fe6cf27-aba2-4ac9-99b5-bb3881dca5e6,BMW,135,M i xdrive auto,,€ 34.900,50.000 km,Automatico,12/2021,Benzina,225 kW (306 CV),
"BMW
135
M i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-m-i-xdrive-auto-benzina-bianco-ca6b1805-3269-4c12-a62f-b765e621aa6d,BMW,135,M i xdrive auto,,€ 34.500,43.000 km,Automatico,05/2021,Benzina,225 kW (306 CV),
"BMW
116
d Msport Exterior auto",https://www.autoscout24.it/annunci/bmw-116-d-msport-exterior-auto-diesel-bianco-978bf075-9f08-48d8-8517-49104d55053e,BMW,116,d Msport Exterior auto,,€ 31.900,37.952 km,Automatico,01/2023,Diesel,85 kW (116 CV),
"BMW
118
118i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-benzina-bianco-9b89a732-454d-4488-a3e8-bc0e450774e2,BMW,118,118i 5p. Msport,,€ 31.900,23.000 km,Automatico,07/2022,Benzina,100 kW (136 CV),
"BMW
118
F40 Diesel 118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-f40-diesel-118d-msport-auto-diesel-bianco-b4daa723-dda6-4a88-b52f-2ee79ca1ad09,BMW,118,F40 Diesel 118d Msport auto,,€ 32.900,14.672 km,Automatico,05/2024,Diesel,110 kW (150 CV),
"BMW
118
d 5p. Msport Automatica / Tetto Apribile",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-automatica-tetto-apribile-diesel-nero-c5320c1b-7556-44f5-a2c6-070ac6bab05e,BMW,118,d 5p. Msport Automatica / Tetto Apribile,,€ 33.900,25.000 km,Automatico,04/2024,Diesel,110 kW (150 CV),
"BMW
120
120 i 5p. MSport",https://www.autoscout24.it/annunci/bmw-120-120-i-5p-msport-benzina-bianco-6edd18d9-8ea9-40e3-8845-2614108a8c5c,BMW,120,120 i 5p. MSport,,€ 38.900,100 km,Automatico,01/2025,Benzina,115 kW (156 CV),
"BMW
118
d 5p. MSport Pro Aut.",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-pro-aut-diesel-bianco-776f88d6-4213-4460-b8a4-d1894de96305,BMW,118,d 5p. MSport Pro Aut.,,€ 37.900,8.644 km,Automatico,10/2024,Diesel,110 kW (150 CV),
,https://www.autoscout24.it/annunci/bmw-118-d-msport-diesel-grigio-e38558b9-4ffd-4c03-adb3-b29767253d9f,BMW,118,d MSport,,€ 35.000,,,,,,
"BMW
120
d 48V MSport Pro auto",https://www.autoscout24.it/annunci/bmw-120-d-48v-msport-pro-auto-elettrica-diesel-bianco-05aa5f98-670f-4098-bf2a-38cc632b4bba,BMW,120,d 48V MSport Pro auto,,€ 39.500,9.090 km,Automatico,02/2025,Elettrica/Diesel,120 kW (163 CV),
"BMW
118
d MSport Pro auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-pro-auto-diesel-grigio-03697a5f-dfee-455c-a5d5-527ec1270171,BMW,118,d MSport Pro auto,,€ 38.900,10.654 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
120
d Business Advantage xdrive auto",https://www.autoscout24.it/annunci/bmw-120-d-business-advantage-xdrive-auto-diesel-grigio-9c2fa875-d60a-4087-b523-293e279c14d2,BMW,120,d Business Advantage xdrive auto,,,10.532 km,Automatico,06/2024,Diesel,140 kW (190 CV),
"BMW
118
d 5p. Msport Aut.",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-aut-diesel-nero-b255ff18-d05f-4db1-b37f-7768277f4ca3,BMW,118,d 5p. Msport Aut.,,€ 36.900,5.643 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-grigio-6da87cfd-5ef5-49e5-9f4f-07bedeb86aa0,BMW,118,118d Msport auto,,€ 33.990,16.120 km,Automatico,02/2024,Diesel,110 kW (150 CV),
"BMW
135
M 135i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-benzina-bianco-9a31fda6-a893-409f-922d-47023d5b34f6,BMW,135,M 135i xdrive auto,,€ 35.990,51.114 km,Automatico,05/2021,Benzina,225 kW (306 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-grigio-0c462f8b-981c-47c7-9bd8-2c25162dec02,BMW,118,d Msport auto,,€ 33.900,19.524 km,Automatico,12/2023,Diesel,110 kW (150 CV),
"BMW
118
118d 5p. MSport Pro",https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-pro-diesel-bianco-64b1e7ce-8246-4b10-bb61-b89a83afdd78,BMW,118,118d 5p. MSport Pro,,€ 37.890,3.302 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
Serie 1 Berlina 118d M Sport 150cv auto",https://www.autoscout24.it/annunci/bmw-118-serie-1-berlina-118d-m-sport-150cv-auto-diesel-bianco-75ee6415-25e3-4cbd-8319-bc49fece41ff,BMW,118,Serie 1 Berlina 118d M Sport 150cv auto,,€ 30.990,24.706 km,Automatico,04/2024,Diesel,110 kW (150 CV),
"BMW
118
d 5p. Sport",https://www.autoscout24.it/annunci/bmw-118-d-5p-sport-diesel-grigio-14a62648-2de2-4582-9bac-7c3692c7ddf4,BMW,118,d 5p. Sport,,€ 30.950,43.300 km,Automatico,11/2023,Diesel,110 kW (150 CV),
"BMW
118
118d M SPORT-TETTO APRIBILE-CARPLAY",https://www.autoscout24.it/annunci/bmw-118-118d-m-sport-tetto-apribile-carplay-diesel-bianco-bb3af312-5bcc-46ca-81ef-69d3626ce60b,BMW,118,118d M SPORT-TETTO APRIBILE-CARPLAY,,€ 33.200,7.200 km,Automatico,06/2024,Diesel,110 kW (150 CV),
"BMW
118
i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-grigio-eb4bb2c8-7731-4491-9296-121dcdea1ca5,BMW,118,i 5p. Msport,,€ 33.950,31.600 km,Automatico,10/2023,Benzina,100 kW (136 CV),
"BMW
118
118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-grigio-e94f2bdf-9d66-48bf-982f-b5712a8a78b1,BMW,118,118d Msport auto,,€ 33.500,15.835 km,Automatico,02/2024,Diesel,110 kW (150 CV),
"BMW
120
120i 5p Msport auto CERCHI DA 18 LUCI AMB TETTO",https://www.autoscout24.it/annunci/bmw-120-120i-5p-msport-auto-cerchi-da-18-luci-amb-tetto-benzina-bianco-5ec39b6f-153a-49aa-84da-37d9d1b6c2be,BMW,120,120i 5p Msport auto CERCHI DA 18 LUCI AMB TETTO,,€ 30.300,33.000 km,Semiautomatico,06/2021,Benzina,131 kW (178 CV),
"BMW
120
d 48V MSport auto",https://www.autoscout24.it/annunci/bmw-120-d-48v-msport-auto-elettrica-diesel-0995bcb2-5dde-4e0e-82b4-920be0c84f76,BMW,120,d 48V MSport auto,,,18.012 km,Automatico,11/2024,Elettrica/Diesel,120 kW (163 CV),
