Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Venditore
Mercedes-Benz Classe A - 120 48V MSport auto,"BMW Serie 1 M
120 48V MSport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-ibrida-2024-70bc456ea2de5616?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D37,https://autosupermarket.it/annunci/bmw-serie-1-m-ibrida-2024-70bc456ea2de5616?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D37,"39.900 €
    
    
    

- 2% 39.500 €",9.334 km ,Aut. 7 marce ,"Ago, 2024",Ibrida,Usata,125kW (170CV) ,,
Mercedes-Benz Classe A - d 5p. Msport //AUTOMATICA//19//,"BMW Serie 1 118d
d 5p. Msport //AUTOMATICA//19//",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-5017b59d9fb8f034?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-5017b59d9fb8f034?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38, 19.900 €,199.000 km ,Aut. 8 marce ,"Nov, 2020",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - BMW SERIE 1 118D M-SPORT DCT 150CV MY’ 25,"BMW Serie 1 118d
BMW SERIE 1 118D M-SPORT DCT 150CV MY’ 25",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2025-a58a675b58bdb3c6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2025-a58a675b58bdb3c6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38, 37.350 €,1 km ,Aut. 7 marce ,"Lug, 2025",Diesel,Nuova,110kW (150CV) ,,
Mercedes-Benz Classe A - i xDrive DA NON PERDERE!!!!,"BMW Serie 1 135i
i xDrive DA NON PERDERE!!!!",https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-df76e0c17d71e3d8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-df76e0c17d71e3d8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38, 29.900 €,85.000 km ,Aut. 8 marce ,"Apr, 2021",Benzina,Usata,225kW (306CV) ,,
Mercedes-Benz Classe A - d 5p. Advantage Manuale,"BMW Serie 1 116d
d 5p. Advantage Manuale",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-d82268397213eba2?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-d82268397213eba2?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,"21.900 €
    
    
    

- 5% 20.900 €",72.120 km ,Man. 6 marce ,"Feb, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - d 5p. Msport Aut.,"BMW Serie 1 118d
d 5p. Msport Aut.",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-2f75b1cf64defec3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-2f75b1cf64defec3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,"38.900 €
    
    
    

- 6% 36.900 €",5.643 km ,Aut. ,"Ott, 2024",Diesel,Usata,110kW (150CV) ,,
"Mercedes-Benz Classe A - bz Msport CAMBIO AUTO,NAVI,CERCHI 17,LED,AZIENDALE","BMW Serie 1 M
bz Msport CAMBIO AUTO,NAVI,CERCHI 17,LED,AZIENDALE",https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2022-a1249c4fa66b573a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2022-a1249c4fa66b573a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38, 27.900 €,27.961 km ,Aut. 7 marce ,"Dic, 2022",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - i 5p. Msport / Tetto Panorama / Neopatentati,"BMW Serie 1 118i
i 5p. Msport / Tetto Panorama / Neopatentati",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-15dedd9b4656bac9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-15dedd9b4656bac9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38, 32.940 €,13.842 km ,Aut. 8 marce ,"Feb, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - d 5p. Advantage,"BMW Serie 1 116d
d 5p. Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-770820ab9e3abcc8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-770820ab9e3abcc8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38, 21.500 €,54.003 km ,Man. 6 marce ,"Mag, 2021",Diesel,Usata,85kW (116CV) ,,
"Mercedes-Benz Classe A - bz Msport CAMBIO AUTO,CERCHI 17,LED,AZIENDALE","BMW Serie 1 M
bz Msport CAMBIO AUTO,CERCHI 17,LED,AZIENDALE",https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-adfbcc053732e349?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-adfbcc053732e349?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,"30.900 €
    
    
    

- 4% 29.900 €",22.000 km ,Aut. 7 marce ,"Gen, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - 120d 48V MSport auto,"BMW Serie 1 120d
120d 48V MSport auto",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2024-4e4370af986ac644?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2024-4e4370af986ac644?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,"42.500 €
    
    
    

- 3% 41.500 €",15.750 km ,Aut. 7 marce ,"Ott, 2024",Diesel,Usata,120kW (164CV) ,,
Mercedes-Benz Classe A - i Luxury Line-navi sedili riscald-fullled-pelle,"BMW Serie 1 118i
i Luxury Line-navi sedili riscald-fullled-pelle",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-0865acc86b536f9c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-0865acc86b536f9c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38, 22.990 €,80.000 km ,Man. 6 marce ,"Gen, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - i M-SPORT Steptronic/AUTOMATICA MSport F40,"BMW Serie 1 118i
i M-SPORT Steptronic/AUTOMATICA MSport F40",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-5c900cbccdb48fbe?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-5c900cbccdb48fbe?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,"28.900 €
    
    
    

- 2% 28.500 €",60.000 km ,Aut. 7 marce ,"Giu, 2022",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - d xDrive 5p. Msport GUSCI-FRENI M SPORT-HARMAN,"BMW Serie 1 120d
d xDrive 5p. Msport GUSCI-FRENI M SPORT-HARMAN",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2020-e7f12ed85d7c5bd0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2020-e7f12ed85d7c5bd0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38, 33.990 €,54.646 km ,Aut. 8 marce ,"Ott, 2020",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - i 5p. Msport / Tetto Panorama / Neopatentati,"BMW Serie 1 118i
i 5p. Msport / Tetto Panorama / Neopatentati",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-22bc2cfbe8434e2e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-22bc2cfbe8434e2e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38, 32.940 €,14.914 km ,Aut. 8 marce ,"Feb, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - BMW 116I M-SPORT DCT 122CV MY’ 25,"BMW Serie 1 116i
BMW 116I M-SPORT DCT 122CV MY’ 25",https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2025-329ce8dec5589b63?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2025-329ce8dec5589b63?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38, 33.500 €,1 km ,Aut. 7 marce ,"Lug, 2025",Benzina,Nuova,90kW (123CV) ,,
Mercedes-Benz Classe A - i xDrive Msport Aut. + Tetto apr.,"BMW Serie 1 135i
i xDrive Msport Aut. + Tetto apr.",https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2022-26ab40ebc22128d6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2022-26ab40ebc22128d6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D38,"35.900 €
    
    
    

- 6% 33.900 €",44.357 km ,Aut. 8 marce ,"Mag, 2022",Benzina,Usata,225kW (306CV) ,,
Mercedes-Benz Classe A - 118d 5p. M Sport,"BMW Serie 1 118d
118d 5p. M Sport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-3d7e11f8f9a5fffc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-3d7e11f8f9a5fffc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 36.900 €,39.141 km ,Aut. 6 marce ,"Mar, 2021",Diesel,Usata,111kW (151CV) ,,
Mercedes-Benz Classe A - i 5p. Advantage Aut.,"BMW Serie 1 116i
i 5p. Advantage Aut.",https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2022-0aafb9252560ff82?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2022-0aafb9252560ff82?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 20.900 €,45.392 km ,Aut. ,"Gen, 2022",Benzina,Usata,80kW (109CV) ,,
Mercedes-Benz Classe A - i 5p. Msport M-sport *SCONTO IMMEDIATO*,"BMW Serie 1 118i
i 5p. Msport M-sport *SCONTO IMMEDIATO*",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-7ed31f5be2f48b48?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-7ed31f5be2f48b48?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 29.890 €,8.199 km ,Aut. 7 marce ,"Mag, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - i 5p. Msport M-sport Shadow Line / Neopatentati,"BMW Serie 1 118i
i 5p. Msport M-sport Shadow Line / Neopatentati",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-1605d5e634ee1d2e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-1605d5e634ee1d2e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 31.690 €,9.941 km ,Aut. 7 marce ,"Mag, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - NUOVA SERIE 1 (F70) 116I DCT 150CV MY’ 25,"BMW Serie 1 116i
NUOVA SERIE 1 (F70) 116I DCT 150CV MY’ 25",https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2025-3f7ec79d5801e118?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2025-3f7ec79d5801e118?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 31.400 €,1 km ,Aut. 7 marce ,"Lug, 2025",Benzina,Nuova,90kW (123CV) ,,
Mercedes-Benz Classe A - 116d 5p.,"BMW Serie 1 116d
116d 5p.",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-e550eddd5634ad44?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-e550eddd5634ad44?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 22.500 €,67.919 km ,Aut. 7 marce ,"Lug, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - d 5p. Msport Aut.,"BMW Serie 1 118d
d 5p. Msport Aut.",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-1129f9690123b9f7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-1129f9690123b9f7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,"28.900 €
    
    
    

- 7% 26.900 €",73.689 km ,Aut. ,"Gen, 2022",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 5 porte 116d scr business advantage dct,"BMW Serie 1 116d
5 porte 116d scr business advantage dct",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-c75e6ef2de082d4a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-c75e6ef2de082d4a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,"22.900 €
    
    
    

- 4% 22.150 €",47.568 km ,Aut. ,"Mag, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - i 5p. Msport / Tetto Panorama *SCONTO IMMEDIATO*,"BMW Serie 1 118i
i 5p. Msport / Tetto Panorama *SCONTO IMMEDIATO*",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-468ac8e2dc55e5ed?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-468ac8e2dc55e5ed?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 31.500 €,14.228 km ,Aut. 8 marce ,"Feb, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - 116d Advantage,"BMW Serie 1 116d
116d Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-effaf845e7bf0f16?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-effaf845e7bf0f16?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,"19.900 €
    
    
    

- 21% 15.900 €",90.167 km ,Man. 6 marce ,"Ott, 2020",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - BMW SERIE 1 118D DCT 150CV MY’ 25,"BMW Serie 1 118d
BMW SERIE 1 118D DCT 150CV MY’ 25",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2025-626ff02875fc92b0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2025-626ff02875fc92b0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 35.400 €,1 km ,Aut. 7 marce ,"Lug, 2025",Diesel,Nuova,110kW (150CV) ,,
Mercedes-Benz Classe A - i xDrive Msport Aut. + Tetto apr.,"BMW Serie 1 135i
i xDrive Msport Aut. + Tetto apr.",https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2022-fd5745575273105a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2022-fd5745575273105a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,"34.900 €
    
    
    

- 3% 33.900 €",44.357 km ,Aut. 8 marce ,"Mag, 2022",Benzina,Usata,225kW (306CV) ,,
"Mercedes-Benz Classe A - d 5p. Msport / Tetto panorama / Cerchi 19"" M-sport","BMW Serie 1 118d
d 5p. Msport / Tetto panorama / Cerchi 19"" M-sport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-c748b7803147f938?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-c748b7803147f938?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 33.900 €,25.408 km ,Aut. 8 marce ,"Mag, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d 5p. MSport Pro Aut.,"BMW Serie 1 118d
d 5p. MSport Pro Aut.",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-a4fd50d864f4d565?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-a4fd50d864f4d565?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,"39.900 €
    
    
    

- 6% 37.900 €",8.644 km ,Aut. 7 marce ,"Ott, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 116d Msport  auto,BMW Serie 1 116d 116d Msport  auto,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-1e87e632ba4783e9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-1e87e632ba4783e9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 25.900 €,55.470 km ,Aut. 7 marce ,"Nov, 2021",Diesel,Usata,86kW (117CV) ,,
Mercedes-Benz Classe A - d Msport auto,"BMW Serie 1 M
d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-28324bc09536d180?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-28324bc09536d180?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D39, 36.400 €,14.550 km ,Aut. 8 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - D M Sport Neopatentati,"BMW Serie 1 116d
D M Sport Neopatentati",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-36d12c29b939db03?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-36d12c29b939db03?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,"22.450 €
    
    
    

- 8% 20.850 €",79.825 km ,Man. 6 marce ,"Dic, 2020",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - 118 i 5p. MSport,"BMW Serie 1 118i
118 i 5p. MSport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-909ea7057e1a7d3d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-909ea7057e1a7d3d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 28.700 €,22.000 km ,Aut. 7 marce ,"Lug, 2023",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - i 5p. Sport,"BMW Serie 1 118i
i 5p. Sport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-82d0357fa97664f2?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-82d0357fa97664f2?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 23.170 €,73.775 km ,Man. 6 marce ,"Ago, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - d 5p. Msport,"BMW Serie 1 116d
d 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2022-f1b80208764457c2?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2022-f1b80208764457c2?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 24.900 €,52.020 km ,Aut. 6 marce ,"Gen, 2022",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - d 5 porte  Msport tetto automatica,BMW Serie 1 116d d 5 porte  Msport tetto automatica,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-aae7aaa200807c40?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-aae7aaa200807c40?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 23.800 €,48.000 km ,Aut. 6 marce ,"Ott, 2020",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - d 5p. Business Advantage,"BMW Serie 1 116d
d 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-ae48e12fdb6ae29c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-ae48e12fdb6ae29c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 19.900 €,71.613 km ,Aut. 6 marce ,"Giu, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - d Sport auto,"BMW Serie 1 118d
d Sport auto",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-f3b3e3cf4e827d35?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-f3b3e3cf4e827d35?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 23.700 €,74.353 km ,Aut. 7 marce ,"Ott, 2020",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - d Msport auto,"BMW Serie 1 M
d Msport auto",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2021-e76cd1887c4da1c0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2021-e76cd1887c4da1c0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 23.400 €,115.038 km ,Aut. 8 marce ,"Giu, 2021",Diesel,Usata,110kW (150CV) ,,
"Mercedes-Benz Classe A - iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA","BMW Serie 1 118i
iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-cd6862ae5c50b7ea?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-cd6862ae5c50b7ea?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 31.990 €,9.990 km ,Aut. 7 marce ,"Mag, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - i benzina automatica  5p Sport Navi led,BMW Serie 1 118i i benzina automatica  5p Sport Navi led,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-dc195b4c1fc1f709?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-dc195b4c1fc1f709?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D40, 20.990 €,90.000 km ,Aut. 8 marce ,"Mag, 2021",Benzina,Usata,100kW (136CV) ,,
