Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Località2,Venditore
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2023-5332db4ea24a9c7d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D39,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2023-5332db4ea24a9c7d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D39, 39.300 €,10 km ,Aut. 7 marce ,"Apr, 2023",Benzina,Nuova,110kW (150CV) ,,41051 Castelnuovo Rangone (MO),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2023-5d71ab883aabedd4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2023-5d71ab883aabedd4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.300 €,10 km ,Aut. 7 marce ,"Apr, 2023",Benzina,Nuova,110kW (150CV) ,,41051 Castelnuovo Rangone (MO),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-0ce4ced481e7df8b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-0ce4ced481e7df8b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.400 €,23.100 km ,Aut. 7 marce ,"Mag, 2021",Diesel,Usata,110kW (150CV) ,,47923 Rimini (RN),
"Audi A3
allstreet 30 2.0 tdi business s tronic",allstreet 30 2.0 tdi business s tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-b342acc05f900734?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-b342acc05f900734?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,"42.400 €
    
    
    

- 8% 39.400 €",3.141 km ,Aut. ,"Giu, 2024",Diesel,Usata,110kW (150CV) ,,26100 Cremona (CR),
"Audi A3
SPB 35Tdi Km0 SLine Matrix Tetto18""Sonos-23%sconto","SPB 35Tdi Km0 SLine Matrix Tetto18""Sonos-23%sconto",https://autosupermarket.it/annunci/audi-a3-35-tfsi-diesel-2024-e5610b560bed86b1?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tfsi-diesel-2024-e5610b560bed86b1?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,"39.800 €
    
    
    

- 1% 39.450 €",10 km ,Aut. 7 marce ,"Ott, 2024",Diesel,Nuova,110kW (150CV) ,,26100 Cremona (CR),
"Audi A3
A3 Sportback S3 2.0 tfsi quattro s-tronic",A3 Sportback S3 2.0 tfsi quattro s-tronic,https://autosupermarket.it/annunci/audi-a3-2-0-benzina-2021-14a27c26968b5a4f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-2-0-benzina-2021-14a27c26968b5a4f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.500 €,51.768 km ,Aut. 7 marce ,"Mar, 2021",Benzina,Usata,228kW (310CV) ,,80125 Napoli (NA),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-177cf2d0d7072f17?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-177cf2d0d7072f17?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.500 €,20.000 km ,Aut. 7 marce ,"Gen, 2022",Diesel,Usata,110kW (150CV) ,,54033 Carrara (MS),
,,,,,,,,,,,,,
"Audi A3
SPB 35 TDI S tronic S Line #Tetto.Apr#NEWMODEL",SPB 35 TDI S tronic S Line #Tetto.Apr#NEWMODEL,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-5066f98ee5abe5e8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-5066f98ee5abe5e8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.700 €,10 km ,Aut. 7 marce ,"Feb, 2025",Diesel,Nuova,110kW (150CV) ,,30035 Mirano (VE),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-b62048dcf148c125?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-b62048dcf148c125?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.800 €,0 km ,Aut. 7 marce ,"Lug, 2024",Diesel,Nuova,110kW (150CV) ,,28100 Novara (NO),
"Audi A3
SPB 35 TDI S tronic S line",SPB 35 TDI S tronic S line,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-b021b6ad9d5aefe3?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-b021b6ad9d5aefe3?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 46.900 €,100 km ,Aut. 7 marce ,"Apr, 2025",Diesel,Nuova,110kW (150CV) ,46043 Castiglione delle Stiviere (MN),,SCUDERIA SRL
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-02887da02b5bc6a6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-02887da02b5bc6a6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.900 €,0 km ,Aut. 7 marce ,"Set, 2024",Diesel,Nuova,110kW (150CV) ,,01011 Canino (VT),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-2e2735d6a1f466db?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-2e2735d6a1f466db?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.900 €,0 km ,Aut. 7 marce ,"Mar, 2025",Diesel,Nuova,110kW (150CV) ,,35013 Cittadella (PD),
,,,,,,,,,,,,,
"Audi A3
SPB 35 TDI Stronic S line edition - TETTO APRIBILE",SPB 35 TDI Stronic S line edition - TETTO APRIBILE,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-fdde200be09d1684?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-fdde200be09d1684?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.900 €,10 km ,Aut. 7 marce ,"Set, 2024",Diesel,Nuova,110kW (150CV) ,,31055 Quinto di Treviso (TV),
"Audi A3
SPB 35 TDI Stronic S line edition - TETTO APRIBILE",SPB 35 TDI Stronic S line edition - TETTO APRIBILE,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-c0b3641bb86795f4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-c0b3641bb86795f4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.900 €,10 km ,Aut. 7 marce ,"Set, 2024",Diesel,Nuova,110kW (150CV) ,,31055 Quinto di Treviso (TV),
"Audi A3
Sportback 40 TDI quattro S-tronic S-line edition",Sportback 40 TDI quattro S-tronic S-line edition,https://autosupermarket.it/annunci/audi-a3-40-tdi-diesel-2023-8b8e28a813a2434a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-40-tdi-diesel-2023-8b8e28a813a2434a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,"40.900 €
    
    
    

- 3% 39.900 €",59.100 km ,Aut. 7 marce ,"Feb, 2023",Diesel,Usata,147kW (200CV) ,,31039 Riese Pio X (TV),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-f6d4d9396e4d9c58?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-f6d4d9396e4d9c58?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40, 39.900 €,10 km ,Aut. 7 marce ,"Set, 2024",Diesel,Nuova,110kW (150CV) ,,57016 Rosignano Marittimo (LI),
"Audi A3
SPORTBACK 35 TDI S TRONIC S-LINE-GARANZIA AUDI-KM0",SPORTBACK 35 TDI S TRONIC S-LINE-GARANZIA AUDI-KM0,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-ac03698b66c02fce?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-ac03698b66c02fce?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D40,"40.900 €
    
    
    

- 3% 39.900 €",7 km ,Aut. 7 marce ,"Gen, 2025",Diesel,Nuova,110kW (150CV) ,,25080 Mazzano (BS),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
sportback 35 2.0 tdi business advanced s tronic",sportback 35 2.0 tdi business advanced s tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-8b454364cca0f06a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-8b454364cca0f06a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 39.900 €,7.848 km ,Aut. ,"Lug, 2024",Diesel,Usata,110kW (150CV) ,,26100 Cremona (CR),
"Audi A3
sedan 2.0 tdi 150cv s line edition s tronic",sedan 2.0 tdi 150cv s line edition s tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-8468663daa45b652?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-8468663daa45b652?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,"41.900 €
    
    
    

- 5% 39.900 €",10 km ,Aut. ,"Mar, 2025",Diesel,Nuova,110kW (150CV) ,,25123 Brescia (BS),
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-8568c188a59e3df7?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-8568c188a59e3df7?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 39.900 €,0 km ,Aut. 7 marce ,"Lug, 2024",Ibrida,Nuova,110kW (150CV) ,,28100 Novara (NO),
"Audi A3
35 1.5 tfsi mhev S line edition s-tronic",35 1.5 tfsi mhev S line edition s-tronic,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-ibrida-2023-86b238e2cee40544?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-ibrida-2023-86b238e2cee40544?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 39.900 €,10 km ,Aut. 7 marce ,"Mag, 2023",Ibrida,Nuova,111kW (151CV) ,,20010 Mesero (MI),
"Audi A3
SPB 35 TDI S tronic S line edition LED MATRIX",SPB 35 TDI S tronic S line edition LED MATRIX,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-34fef38cfaca6d29?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-34fef38cfaca6d29?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 39.980 €,1 km ,Aut. 7 marce ,"Nov, 2022",Diesel,Nuova,110kW (150CV) ,,45030 Occhiobello (RO),
Audi A3  A3 Sportback 35 TDI S line S-Tronic, A3 Sportback 35 TDI S line S-Tronic,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-a45bae6cbdeb84e8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-a45bae6cbdeb84e8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 39.990 €,0 km ,Aut. 6 marce ,"Set, 2024",Diesel,Nuova,111kW (151CV) ,,00041 Albano laziale (RM),
,,,,,,,,,,,,,
"Audi A3
allstreet 35 TFSI S tronic Business Advanced",allstreet 35 TFSI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-4ef650051bacc480?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-4ef650051bacc480?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,"41.900 €
    
    
    

- 5% 39.990 €",10 km ,Aut. 7 marce ,"Giu, 2024",Ibrida,Nuova,110kW (150CV) ,,17100 Savona (SV),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-7fa323b4220eaad1?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-7fa323b4220eaad1?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 39.990 €,15 km ,Aut. 7 marce ,"Mar, 2025",Diesel,Nuova,110kW (150CV) ,,22100 Como (CO),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-d7f941a0ac379357?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-d7f941a0ac379357?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 40.400 €,10 km ,Aut. 7 marce ,"Gen, 2025",Diesel,Nuova,110kW (150CV) ,,40055 Castenaso (BO),
"Audi A3
IV 2024 Sportback Sportback 35 2.0 tdi S line edition s-tronic",IV 2024 Sportback Sportback 35 2.0 tdi S line edition s-tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-33edca00be032ebb?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-33edca00be032ebb?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 40.500 €,10 km ,Aut. 7 marce ,"Nov, 2024",Diesel,Nuova,110kW (150CV) ,,00166 Roma (RM),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-69f535a48525c1e2?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-69f535a48525c1e2?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 40.500 €,1 km ,Aut. 7 marce ,"Ott, 2024",Diesel,Nuova,110kW (150CV) ,,90135 Palermo (PA),
,,,,,,,,,,,,,
"Audi A3
35 TDI S tronic S line +C.19""+TETTO PANOR+SONOS 3D","35 TDI S tronic S line +C.19""+TETTO PANOR+SONOS 3D",https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-3bc2d0317ceb9e45?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-3bc2d0317ceb9e45?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 40.500 €,0 km ,Aut. 7 marce ,"Mag, 2025",Diesel,Nuova,110kW (150CV) ,,10156 San Mauro torinese (TO),
"Audi A3
35 TDI S tronic S line +C.19""+TETTO PANOR+SONOS 3D","35 TDI S tronic S line +C.19""+TETTO PANOR+SONOS 3D",https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-e0b6bfedc087ba1a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-e0b6bfedc087ba1a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 40.500 €,0 km ,Aut. 7 marce ,"Mag, 2025",Diesel,Nuova,110kW (150CV) ,,10156 San Mauro torinese (TO),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-77d6d1a136b076f2?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-77d6d1a136b076f2?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 40.890 €,3.000 km ,Aut. 7 marce ,"Lug, 2024",Diesel,Usata,110kW (150CV) ,,22100 Como (CO),
"Audi A3
IV 2020 Sportback - S3 Sportback 2.0 tfsi quattro",IV 2020 Sportback - S3 Sportback 2.0 tfsi quattro,https://autosupermarket.it/annunci/audi-a3-2-0-benzina-2022-f41abeab631be79a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-2-0-benzina-2022-f41abeab631be79a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 40.900 €,58.318 km ,Aut. ,"Ago, 2022",Benzina,Usata,228kW (310CV) ,,63074 San Benedetto del Tronto (AP),
"Audi A3
SPB 35 TDI S tronic S line edition *VARI COLORI, PROMO AZZURRA*","SPB 35 TDI S tronic S line edition *VARI COLORI, PROMO AZZURRA*",https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-57cbba6eaca50c65?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2025-57cbba6eaca50c65?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D41, 40.900 €,100 km ,Aut. 7 marce ,"Mar, 2025",Diesel,Nuova,110kW (150CV) ,,46029 Suzzara (MN),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
SPB 35 TDI S tronic S line edition PROMO",SPB 35 TDI S tronic S line edition PROMO,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-9e66c5e6f212703a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-9e66c5e6f212703a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 40.990 €,100 km ,Aut. 7 marce ,"Dic, 2024",Diesel,Nuova,110kW (150CV) ,,25030 Torbole Casaglia (BS),
"Audi A3
SPB 35 TFSI S line edition",SPB 35 TFSI S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2024-62316ac77b7b1045?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2024-62316ac77b7b1045?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 40.990 €,15 km ,Aut. 6 marce ,"Set, 2024",Ibrida,Nuova,110kW (150CV) ,,20013 Magenta (MI),
"Audi A3
SPB 35 TFSI S line edition",SPB 35 TFSI S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-56326ce5040e2919?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-56326ce5040e2919?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42, 40.990 €,15 km ,Aut. 6 marce ,"Set, 2024",Ibrida,Nuova,110kW (150CV) ,,28040 Dormelletto (NO),
"Audi A3
sportback 1.5 tfsi e 204cv business s tronic",sportback 1.5 tfsi e 204cv business s tronic,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-ibrida-85564ec983924a41?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-ibrida-85564ec983924a41?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D42,"43.606 €
    
    
    

- 6% 41.400 €",10 km ,Aut. ,"Giu, 2025",Ibrida,Nuova,150kW (204CV) ,,26100 Cremona (CR),
