Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
MERCEDES A 180CDI SEDAN AT8 PREMIUM TETTO APRIBILE,https://www.automobile.it/termoli-mercedes-180cdi-sedan-at8-premium-tetto-apribile/180142190,25900,6,2019,88000,automatico,Diesel,136,AMG line,Sport,A 180,Rivenditore,430,termoli,86039,Molise,Sud
Mercedes-benz A 200 A 200 d Automatic Premium,https://www.automobile.it/aprilia-mercedes-benz-200-200-d-automatic-premium/180161080,25900,5,2020,66970,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,362,aprilia,4011,Lazio,Centro
Mercedes-Benz A 160 Sport,https://www.automobile.it/cuneo-mercedes-benz-160-sport/180033233,25900,4,2021,31422,automatico,Benzina,109,Sport,Middle,A 160,Rivenditore,286,cuneo,12100,Piemonte,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Premium,https://www.automobile.it/manduria-mercedes-benz-classe-180-d-automatic-premium/179786254,25990,6,2019,30000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,713,manduria,74024,Puglia,Sud
Mercedes-Benz A 180 d Sport Night Edition Auto,https://www.automobile.it/mezzolombardo-mercedes-benz-180-d-sport-night-edition-auto/179673934,25990,4,2021,85000,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,172,mezzolombardo,38017,Trentino-Alto Adige/Südtirol,Nord-est
Mercedes-Benz Classe A A 250 e phev (eq-power) Sport auto,https://www.automobile.it/firenze-mercedes-benz-classe-250-phev-eq-power-sport-auto/178459754,25990,5,2020,36297,automatico,Ibrido,218,Sport,Middle,A 250 e,Rivenditore,99,firenze,50121,Toscana,Centro
MERCEDES-BENZ A 35 AMG A 35 4Matic AMG,https://www.automobile.it/torino-mercedes-benz-35-amg-35-4matic-amg/180031272,25990,6,2019,128065,automatico,Benzina,306,AMG,Performance,A 35,Rivenditore,276,torino,10121,Piemonte,Nord-ovest
MERCEDES-BENZ A 180 A 220 Automatic BUSINESS,https://www.automobile.it/roma-mercedes-benz-180-220-automatic-business/180101428,25990,6,2019,47000,automatico,Benzina,136,Business,Base,A 180,Rivenditore,326,roma,118,Lazio,Centro
MERCEDES-BENZ A 180 A 180 Automatic Sport,https://www.automobile.it/roma-mercedes-benz-180-180-automatic-sport/180101483,25990,4,2021,27000,automatico,Benzina,136,Sport,Middle,A 180,Rivenditore,326,roma,118,Lazio,Centro
Mercedes-benz A 180 A 180 d Automatic Premium,https://www.automobile.it/palermo-mercedes-benz-180-180-d-automatic-premium/179823737,25990,6,2019,120000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,750,palermo,90121,Sicilia,Isole
Mercedes-benz A 200 A 200 d Automatic Premium,https://www.automobile.it/mugnano-napoli-mercedes-benz-200-200-d-automatic-premium/179477385,25999,6,2019,65321,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,486,mugnano napoli,80018,Campania,Sud
Mercedes-benz A 200 A 200 d Automatic Premium,https://www.automobile.it/cercola-mercedes-benz-200-200-d-automatic-premium/179519461,25999,6,2019,57000,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,498,cercola,80040,Campania,Sud
Mercedes-benz A 180 A 180 d Automatic Premium,https://www.automobile.it/ariano-irpino-mercedes-benz-180-180-d-automatic-premium/179759460,25999,5,2020,98000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,506,ariano irpino,83031,Campania,Sud
Mercedes-benz A 200 Automatic SPORT PELLE AUTOMATICO VIRTUAL COCKPIT,https://www.automobile.it/brescello-mercedes-benz-200-automatic-sport-pelle-automatico-virtual-cockpit/180079772,25999,5,2020,59000,automatico,Diesel,163,Sport,Middle,A 200,Rivenditore,55,brescello,42041,Emilia-Romagna,Nord-est
Mercedes-benz A 200 A 200 d Automatic Premium,https://www.automobile.it/rizziconi-mercedes-benz-200-200-d-automatic-premium/179790120,25999,5,2020,121680,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,802,rizziconi,89016,Calabria,Sud
Mercedes-benz A 180 d Automatic Premium (85kw),https://www.automobile.it/cercola-mercedes-benz-180-d-automatic-premium-85kw/180114048,26000,6,2019,30560,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,498,cercola,80040,Campania,Sud
MERCEDES-BENZ A 250 e Automatic EQ-Power Premium,https://www.automobile.it/casoria-mercedes-benz-250-automatic-eq-power-premium/178720596,26299,5,2020,29905,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,490,casoria,80026,Campania,Sud
Mercedes-benz A 200D AMG PREMIUM,https://www.automobile.it/sommatino-mercedes-benz-200d-amg-premium/180004538,26300,5,2020,127680,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,848,sommatino,93019,Sicilia,Isole
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/collesalvetti-mercedes-benz-180-d-automatic-sport/179947312,26399,4,2021,43545,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,130,collesalvetti,57014,Toscana,Centro
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/firenze-mercedes-benz-180-d-automatic-sport/179942097,26399,4,2021,43545,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,99,firenze,50121,Toscana,Centro
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/roma-mercedes-benz-180-d-automatic-sport/179942553,26399,4,2021,43545,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,326,roma,118,Lazio,Centro
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/verona-mercedes-benz-180-d-automatic-sport/179941875,26399,4,2021,43545,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/catania-mercedes-benz-180-d-automatic-sport/179941758,26399,4,2021,43545,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,861,catania,95121,Sicilia,Isole
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/milano-mercedes-benz-180-d-automatic-sport/179942144,26399,4,2021,43545,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/bari-mercedes-benz-180-d-automatic-sport/180151155,26399,4,2021,24070,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,611,bari,70121,Puglia,Sud
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/beinasco-mercedes-benz-180-d-automatic-sport/180150455,26399,4,2021,24070,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,283,beinasco,10092,Piemonte,Nord-ovest
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/verona-mercedes-benz-180-d-automatic-sport/180150887,26399,4,2021,24070,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/milano-mercedes-benz-180-d-automatic-sport/180151189,26399,4,2021,24070,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/catania-mercedes-benz-180-d-automatic-sport/180150711,26399,4,2021,24070,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,861,catania,95121,Sicilia,Isole
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-sport/180151361,26399,4,2021,24070,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/roma-mercedes-benz-180-d-automatic-sport/180151725,26399,4,2021,24070,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,326,roma,118,Lazio,Centro
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/firenze-mercedes-benz-180-d-automatic-sport/180151850,26399,4,2021,24070,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,99,firenze,50121,Toscana,Centro
Mercedes-benz A 180 A 180 d Automatic 4p. Premium AMG,https://www.automobile.it/reggio-calabria-mercedes-benz-180-180-d-automatic-4p-premium-amg/179778992,26400,6,2019,90000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,819,reggio calabria,89121,Calabria,Sud
Mercedes-benz A 180 A 180 Automatic Premium,https://www.automobile.it/pachino-mercedes-benz-180-180-automatic-premium/180160096,26400,5,2020,70000,automatico,Benzina,136,AMG line,Sport,A 180,Rivenditore,943,pachino,96018,Sicilia,Isole
MERCEDES-BENZ A 200 4p. Business AUTOMATICA POCHI CHILOMETRI FULL-OPT,https://www.automobile.it/pavia-mercedes-benz-200-4p-business-automatica-chilometri-full-opt/177929845,26450,4,2021,35000,automatico,Benzina,163,Business,Base,A 200,Rivenditore,166,pavia,27100,Lombardia,Nord-ovest
Mercedes-benz A 200 Automatic Sport,https://www.automobile.it/piove-sacco-mercedes-benz-200-automatic-sport/180076326,26490,6,2019,51000,automatico,Benzina,163,Sport,Middle,A 200,Rivenditore,99,piove sacco,35028,Veneto,Nord-est
Mercedes-benz A 180 A 180 d Automatic Premium AMG no email contattare su whatsapp,https://www.automobile.it/palagonia-mercedes-benz-180-180-d-automatic-premium-amg-email-contattare-whatsapp/180151950,26499,6,2019,110000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,869,palagonia,95046,Sicilia,Isole
Mercedes-Benz Classe A A 180 d Automatic Premium,https://www.automobile.it/roma-mercedes-benz-classe-180-d-automatic-premium/178131243,26500,6,2019,68650,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,326,roma,118,Lazio,Centro
"MERCEDES-BENZ A 180 d Automatic Sport ""NEOPATENTATI""",https://www.automobile.it/venezia-mercedes-benz-180-d-automatic-sport-neopatentati/179173060,26500,3,2022,31237,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,127,venezia,30121,Veneto,Nord-est
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/torrenova-mercedes-benz-180-d-automatic-sport/179157668,26500,4,2021,85131,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,787,torrenova,98070,Sicilia,Isole
Mercedes-Benz Classe A A 200 d Automatic Sport,https://www.automobile.it/pozzuoli-mercedes-benz-classe-200-d-automatic-sport/179659672,26500,4,2021,73714,automatico,Diesel,150,Sport,Middle,A 200 d,Rivenditore,488,pozzuoli,80078,Campania,Sud
MERCEDES-BENZ A 180 d Automatic Premium,https://www.automobile.it/taranto-mercedes-benz-180-d-automatic-premium/179849371,26500,5,2020,46916,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,683,taranto,74121,Puglia,Sud
Mercedes-benz A 180 A 180 d Automatic Premium,https://www.automobile.it/livorno-mercedes-benz-180-180-d-automatic-premium/179953076,26500,4,2021,65990,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,140,livorno,57121,Toscana,Centro
MERCEDES-BENZ A 250I PACK AMG PREMIUM 224CV FULL LED,https://www.automobile.it/anzio-mercedes-benz-250i-pack-amg-premium-224cv-full-led/180124025,26500,6,2019,117000,automatico,Benzina,224,AMG line,Sport,A 250,Rivenditore,377,anzio,42,Lazio,Centro
Mercedes-benz A 180 A180 d Automatic Premium,https://www.automobile.it/poggiomarino-mercedes-benz-180-a180-d-automatic-premium/180118382,26500,4,2021,20000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,512,poggiomarino,80040,Campania,Sud
Mercedes A 200 d Automatic Sport,https://www.automobile.it/viadana-mercedes-200-d-automatic-sport/180138757,26500,4,2021,105000,automatico,Diesel,150,Sport,Middle,A 200 d,Rivenditore,56,viadana,46019,Lombardia,Nord-ovest
Mercedes-benz A 180 PREMIUM AUTO POCHISSMI KM CERTIFCATI!!,https://www.automobile.it/villongo-mercedes-benz-180-premium-auto-pochissmi-km-certifcati/180139288,26500,6,2019,19999,automatico,Benzina,136,AMG line,Sport,A 180,Rivenditore,146,villongo,24060,Lombardia,Nord-ovest
MERCEDES-BENZ A 200 Automatic Sport,https://www.automobile.it/verona-mercedes-benz-200-automatic-sport/180084469,26599,5,2020,14410,automatico,Benzina,163,Sport,Middle,A 200,Rivenditore,86,verona,37121,Veneto,Nord-est
MERCEDES-BENZ A 200 Automatic Sport,https://www.automobile.it/beinasco-mercedes-benz-200-automatic-sport/180084777,26599,5,2020,14410,automatico,Benzina,163,Sport,Middle,A 200,Rivenditore,283,beinasco,10092,Piemonte,Nord-ovest
MERCEDES-BENZ A 200 Automatic Sport,https://www.automobile.it/milano-mercedes-benz-200-automatic-sport/180085126,26599,5,2020,14410,automatico,Benzina,163,Sport,Middle,A 200,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
MERCEDES-BENZ A 200 Automatic Sport,https://www.automobile.it/bari-mercedes-benz-200-automatic-sport/180085202,26599,5,2020,14410,automatico,Benzina,163,Sport,Middle,A 200,Rivenditore,611,bari,70121,Puglia,Sud
MERCEDES-BENZ A 200 Automatic Sport,https://www.automobile.it/catania-mercedes-benz-200-automatic-sport/180084688,26599,5,2020,14410,automatico,Benzina,163,Sport,Middle,A 200,Rivenditore,861,catania,95121,Sicilia,Isole
MERCEDES-BENZ A 200 Automatic Sport,https://www.automobile.it/firenze-mercedes-benz-200-automatic-sport/180085103,26599,5,2020,14410,automatico,Benzina,163,Sport,Middle,A 200,Rivenditore,99,firenze,50121,Toscana,Centro
"MERCEDES-BENZ A 180 D AUTOMATIC PREMIUM CARPLAY CAM LED""18 ITALIA",https://www.automobile.it/roma-mercedes-benz-180-d-automatic-premium-carplay-cam-led-18-italia/179984875,26700,6,2019,78000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,326,roma,118,Lazio,Centro
Mercedes-Benz Classe A A 180 d Premium auto,https://www.automobile.it/firenze-mercedes-benz-classe-180-d-premium-auto/180131837,26790,3,2022,88657,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,99,firenze,50121,Toscana,Centro
MERCEDES-BENZ A 250 Automatic 4Matic Premium,https://www.automobile.it/collesalvetti-mercedes-benz-250-automatic-4matic-premium/180034861,26799,6,2019,87407,automatico,Benzina,224,AMG line,Sport,A 250,Rivenditore,130,collesalvetti,57014,Toscana,Centro
MERCEDES-BENZ A 250 Automatic 4Matic Premium,https://www.automobile.it/catania-mercedes-benz-250-automatic-4matic-premium/180040172,26799,6,2019,87407,automatico,Benzina,224,AMG line,Sport,A 250,Rivenditore,861,catania,95121,Sicilia,Isole
MERCEDES-BENZ A 250 Automatic 4Matic Premium,https://www.automobile.it/verona-mercedes-benz-250-automatic-4matic-premium/180040339,26799,6,2019,87407,automatico,Benzina,224,AMG line,Sport,A 250,Rivenditore,86,verona,37121,Veneto,Nord-est
MERCEDES-BENZ A 250 Automatic 4Matic Premium,https://www.automobile.it/bologna-mercedes-benz-250-automatic-4matic-premium/180040488,26799,6,2019,87407,automatico,Benzina,224,AMG line,Sport,A 250,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
MERCEDES-BENZ A 250 Automatic 4Matic Premium,https://www.automobile.it/firenze-mercedes-benz-250-automatic-4matic-premium/180040661,26799,6,2019,87407,automatico,Benzina,224,AMG line,Sport,A 250,Rivenditore,99,firenze,50121,Toscana,Centro
MERCEDES-BENZ A 250 Automatic 4Matic Premium,https://www.automobile.it/roma-mercedes-benz-250-automatic-4matic-premium/180040807,26799,6,2019,87407,automatico,Benzina,224,AMG line,Sport,A 250,Rivenditore,326,roma,118,Lazio,Centro
MERCEDES-BENZ A 250 Automatic 4Matic Premium,https://www.automobile.it/beinasco-mercedes-benz-250-automatic-4matic-premium/180040243,26799,6,2019,87407,automatico,Benzina,224,AMG line,Sport,A 250,Rivenditore,283,beinasco,10092,Piemonte,Nord-ovest
MERCEDES-BENZ A 250 Automatic 4Matic Premium,https://www.automobile.it/bari-mercedes-benz-250-automatic-4matic-premium/180040707,26799,6,2019,87407,automatico,Benzina,224,AMG line,Sport,A 250,Rivenditore,611,bari,70121,Puglia,Sud
MERCEDES-BENZ A 200 d Automatic Premium,https://www.automobile.it/casoria-mercedes-benz-200-d-automatic-premium/179040917,26899,6,2019,55115,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,490,casoria,80026,Campania,Sud
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/milano-mercedes-benz-180-d-automatic-sport/180127768,26899,4,2021,25710,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
MERCEDES-BENZ A 180 d Automatic Sport,https://www.automobile.it/bari-mercedes-benz-180-d-automatic-sport/180128439,26899,4,2021,25710,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,611,bari,70121,Puglia,Sud
Mercedes-benz A 200 A 200 Automatic Premium ** PROMO **,https://www.automobile.it/verolengo-mercedes-benz-200-200-automatic-premium-promo/178600037,26900,5,2020,45000,automatico,Benzina,163,AMG line,Sport,A 200,Rivenditore,256,verolengo,10038,Piemonte,Nord-ovest
Mercedes-Benz Classe A A 180 d Sport,https://www.automobile.it/palermo-mercedes-benz-classe-180-d-sport/179338235,26900,4,2021,72504,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,750,palermo,90121,Sicilia,Isole
Mercedes-Benz Classe A A 180 d Sport,https://www.automobile.it/reggio-calabria-mercedes-benz-classe-180-d-sport/179342504,26900,4,2021,72504,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,819,reggio calabria,89121,Calabria,Sud
Mercedes-benz A 180d Automatic Premium AMG 2021,https://www.automobile.it/caivano-mercedes-benz-180d-automatic-premium-amg-2021/179633392,26900,4,2021,88000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,486,caivano,80023,Campania,Sud
Mercedes-Benz Classe A A 180 d Sport,https://www.automobile.it/messina-mercedes-benz-classe-180-d-sport/179341786,26900,4,2021,72504,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,807,messina,98121,Sicilia,Isole
Mercedes-Benz Classe A A 180 d Sport,https://www.automobile.it/catania-mercedes-benz-classe-180-d-sport/179342172,26900,4,2021,72504,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,861,catania,95121,Sicilia,Isole
MERCEDES-BENZ A 180 AUTOMATICA 50.000 KM SPORT,https://www.automobile.it/mirandola-mercedes-benz-180-automatica-50-000-km-sport/179744235,26900,4,2021,50800,automatico,Benzina,136,Sport,Middle,A 180,Rivenditore,25,mirandola,41037,Emilia-Romagna,Nord-est
Mercedes-benz A 180 NUOVO MODELLO 1.5 CDIe Automatic *AMG EDITION* FULL,https://www.automobile.it/eboli-mercedes-benz-180-nuovo-modello-1-5-cdie-automatic-amg-edition-full/179841105,26900,5,2020,61115,automatico,Diesel,136,AMG,Performance,A 180,Rivenditore,552,eboli,84025,Campania,Sud
Mercedes-Benz A 180 d 116CV Premium Plus AMG UNICA,https://www.automobile.it/napoli-mercedes-benz-180-d-116cv-premium-plus-amg-unica/179809754,26900,6,2019,99000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,495,napoli,80121,Campania,Sud
MERCEDES-BENZ A 200 MHV SPORT AUTOMATIC,https://www.automobile.it/altavilla-vicentina-mercedes-benz-200-mhv-sport-automatic/178614443,26900,2,2023,42213,automatico,Ibrido,163,Sport,Middle,A 200,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes Classe A 180 180 D Sport 7G-DCT,https://www.automobile.it/frosinone-mercedes-classe-180-180-d-sport-7g-dct/179728268,26900,4,2021,66511,automatico,Diesel,136,Sport,Middle,A 180,Rivenditore,381,frosinone,3100,Lazio,Centro
Mercedes Classe A 180 180 D Sport 7G-DCT,https://www.automobile.it/cisterna-latina-mercedes-classe-180-180-d-sport-7g-dct/179729465,26900,4,2021,66511,automatico,Diesel,136,Sport,Middle,A 180,Rivenditore,368,cisterna latina,4012,Lazio,Centro
Mercedes-benz classe A 200 AMG Automatic 2020,https://www.automobile.it/arzachena-mercedes-benz-classe-200-amg-automatic-2020/180038035,26900,5,2020,59000,automatico,Benzina,163,AMG,Performance,A 200,Rivenditore,423,arzachena,7021,Sardegna,Isole
Mercedes-Benz Classe A A 180 D PREMIUM AUTO,https://www.automobile.it/milano-mercedes-benz-classe-180-d-premium-auto/180108188,26900,4,2021,94001,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-benz A 180 d Automatic Premium 2.0cc (Motore Mercedes),https://www.automobile.it/cassino-mercedes-benz-180-d-automatic-premium-2-0cc-motore-mercedes/180131147,26900,3,2022,112000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,415,cassino,3043,Lazio,Centro
